CustomerID,TotalRevenue,TotalOrders,AverageOrderValue,CLV,Segment
12480,3281.63,4,820.4075,3281.63,Champions
12481,5596.32,10,559.632,5596.32,Champions
12483,2484.98,8,310.6225,2484.98,Champions
12484,4541.72,6,756.9533333333334,4541.72,Champions
12488,1298.66,3,432.8866666666667,1298.66,Loyal Customers
12489,334.93,1,334.93,334.93,Lost Customers
12490,5417.93,10,541.793,5417.93,Champions
12491,460.40000000000003,1,460.40000000000003,460.40000000000003,Hibernating
12492,263.21000000000004,2,131.60500000000002,263.21000000000004,Hibernating
12493,433.74,2,216.87,433.74,Lost Customers
12494,1246.1000000000001,7,178.01428571428573,1246.1000000000001,Champions
12497,1043.1,1,1043.1,1043.1,Hibernating
12498,403.70000000000005,3,134.5666666666667,403.70000000000005,Potential Loyalists
12500,4257.82,11,387.07454545454544,4257.82,Champions
12501,2169.39,1,2169.39,2169.39,Hibernating
12502,3723.87,5,744.774,3723.87,Can't Lose Them
12504,482.04999999999995,2,241.02499999999998,482.04999999999995,Potential Loyalists
12506,73.5,1,73.5,73.5,Lost Customers
12507,1304.81,3,434.93666666666667,1304.81,At Risk
12508,398.27,2,199.135,398.27,Potential Loyalists
12509,176.5,1,176.5,176.5,Lost Customers
12510,982.5699999999999,2,491.28499999999997,982.5699999999999,Hibernating
12512,138.03,2,69.015,138.03,Hibernating
12513,612.29,1,612.29,612.29,Hibernating
12514,1017.68,1,1017.68,1017.68,Hibernating
12515,383.7,1,383.7,383.7,Lost Customers
12516,1312.06,2,656.03,1312.06,Hibernating
12517,2502.84,5,500.56800000000004,2502.84,Champions
12518,2056.89,5,411.378,2056.89,Champions
12519,340.84,1,340.84,340.84,Hibernating
12520,2634.26,5,526.8520000000001,2634.26,Can't Lose Them
12521,599.68,1,599.68,599.68,Hibernating
12522,192.72,2,96.36,192.72,Hibernating
12523,1789.77,11,162.70636363636365,1789.7700000000002,Champions
12524,4485.72,8,560.715,4485.72,Champions
12526,1316.66,3,438.8866666666667,1316.66,Loyal Customers
12527,348.71000000000004,3,116.23666666666668,348.71000000000004,At Risk
12528,1933.48,6,322.24666666666667,1933.48,Champions
12530,1662.28,4,415.57,1662.28,Loyal Customers
12531,125.22,1,125.22,125.22,Hibernating
12532,349.83000000000004,1,349.83000000000004,349.83000000000004,Hibernating
12534,1089.18,1,1089.18,1089.18,Hibernating
12535,716.35,2,358.175,716.35,Hibernating
12536,12601.830000000002,3,4200.610000000001,12601.830000000002,Loyal Customers
12538,363.95,1,363.95,363.95,Hibernating
12539,5568.35,4,1392.0875,5568.35,Champions
12540,13400.24,17,788.2494117647059,13400.24,Champions
12541,981.18,3,327.06,981.1800000000001,Loyal Customers
12544,372.7,1,372.7,372.7,Hibernating
12545,1000.39,2,500.195,1000.39,Hibernating
12546,1161.5,2,580.75,1161.5,Hibernating
12547,207.79999999999998,2,103.89999999999999,207.79999999999998,Lost Customers
12548,95.19999999999999,1,95.19999999999999,95.19999999999999,Lost Customers
12550,964.83,1,964.83,964.83,Hibernating
12551,168.0,1,168.0,168.0,Lost Customers
12552,437.82,2,218.91,437.82,Hibernating
12553,3692.28,10,369.228,3692.28,Champions
12556,603.71,2,301.855,603.71,Hibernating
12557,11990.960000000001,5,2398.192,11990.96,Champions
12558,269.96,1,269.96,269.96,New Customers
12559,561.71,2,280.855,561.71,Hibernating
12560,2134.01,3,711.3366666666667,2134.01,Loyal Customers
12561,238.85,1,238.85,238.85,Lost Customers
12562,3781.7400000000002,7,540.2485714285715,3781.7400000000007,Champions
12564,456.9,1,456.9,456.9,Lost Customers
12565,145.92,1,145.92,145.92,Lost Customers
12566,351.65,1,351.65,351.65,Lost Customers
12567,9401.28,10,940.128,9401.28,Champions
12569,4124.69,32,128.8965625,4124.69,Champions
12571,519.61,2,259.805,519.61,Hibernating
12572,1020.42,2,510.21,1020.42,Potential Loyalists
12573,160.54000000000002,1,160.54000000000002,160.54000000000002,Lost Customers
12574,218.45,1,218.45,218.45,Lost Customers
12576,1315.83,5,263.166,1315.83,Loyal Customers
12577,657.8,3,219.26666666666665,657.8,Loyal Customers
12578,2794.51,2,1397.255,2794.51,Potential Loyalists
12579,440.42,1,440.42,440.42,Lost Customers
12580,415.7,1,415.7,415.7,Lost Customers
12581,197.71,1,197.71,197.71,Hibernating
12582,511.36,2,255.68,511.36,Hibernating
12583,7281.38,15,485.42533333333336,7281.38,Champions
12584,2338.15,9,259.7944444444445,2338.1500000000005,Champions
12585,2040.1,2,1020.05,2040.1,Hibernating
12586,196.94000000000003,1,196.94000000000003,196.94000000000003,Hibernating
12587,144.0,1,144.0,144.0,New Customers
12588,214.89999999999998,1,214.89999999999998,214.89999999999998,Hibernating
12589,646.68,2,323.34,646.68,Potential Loyalists
12590,9864.26,2,4932.13,9864.26,Hibernating
12591,452.84999999999997,1,452.84999999999997,452.84999999999997,Lost Customers
12592,437.6,2,218.8,437.6,Lost Customers
12593,418.09999999999997,3,139.36666666666665,418.0999999999999,At Risk
12594,3338.2200000000003,10,333.822,3338.2200000000003,Loyal Customers
12596,618.27,2,309.135,618.27,Hibernating
12597,3811.22,4,952.805,3811.22,Champions
12598,3023.08,8,377.885,3023.08,Champions
12599,1032.58,7,147.51142857142855,1032.58,Champions
12600,2599.04,10,259.904,2599.04,Champions
12601,577.0600000000001,5,115.412,577.0600000000001,At Risk
12602,153.12,1,153.12,153.12,Hibernating
12603,739.1999999999999,1,739.1999999999999,739.1999999999999,Hibernating
12604,254.18,2,127.09,254.18,Lost Customers
12607,1579.51,1,1579.51,1579.51,Hibernating
12609,1126.85,3,375.6166666666666,1126.85,At Risk
12610,2099.54,5,419.908,2099.54,Champions
12611,1193.32,1,1193.32,1193.32,Hibernating
12612,704.0400000000001,1,704.0400000000001,704.0400000000001,Hibernating
12613,3344.38,5,668.876,3344.38,Loyal Customers
12614,315.6,1,315.6,315.6,Lost Customers
12615,2291.19,4,572.7975,2291.19,Champions
12616,713.3,2,356.65,713.3,Hibernating
12617,355.53,1,355.53,355.53,Hibernating
12618,177.31,1,177.31,177.31,Hibernating
12619,3641.24,9,404.5822222222222,3641.24,Champions
12620,1339.41,3,446.47,1339.41,Loyal Customers
12621,13689.67,20,684.4835,13689.670000000002,Champions
12622,180.1,1,180.1,180.1,Lost Customers
12623,305.1,1,305.1,305.1,Lost Customers
12624,641.13,2,320.565,641.13,Hibernating
12625,2683.82,2,1341.91,2683.82,Hibernating
12626,6620.48,9,735.6088888888888,6620.48,Champions
12627,4478.53,7,639.79,4478.53,Champions
12628,786.46,3,262.15333333333336,786.46,Loyal Customers
12630,1270.88,2,635.44,1270.88,Potential Loyalists
12631,640.5,1,640.5,640.5,Hibernating
12633,2163.98,4,540.995,2163.98,Loyal Customers
12635,1689.18,2,844.59,1689.18,Hibernating
12637,6021.9,8,752.7375,6021.9,Loyal Customers
12638,671.69,1,671.69,671.69,Hibernating
12639,486.1,1,486.1,486.1,Lost Customers
12640,1174.58,3,391.52666666666664,1174.58,Loyal Customers
12641,185.9,1,185.9,185.9,Lost Customers
12642,1013.26,3,337.75333333333333,1013.26,Loyal Customers
12643,3344.64,6,557.4399999999999,3344.6399999999994,Can't Lose Them
12644,477.91,1,477.91,477.91,Lost Customers
12645,1775.18,4,443.795,1775.18,Loyal Customers
12646,1346.97,2,673.485,1346.97,Potential Loyalists
12647,3722.82,12,310.235,3722.82,Champions
12648,318.05,1,318.05,318.05,Lost Customers
12649,623.51,3,207.83666666666667,623.51,At Risk
12650,314.44,1,314.44,314.44,New Customers
12651,114.0,1,114.0,114.0,Lost Customers
12652,919.98,1,919.98,919.98,Hibernating
12653,2209.85,2,1104.925,2209.85,Hibernating
12654,601.98,5,120.396,601.98,Loyal Customers
12656,4051.17,5,810.234,4051.17,Champions
12657,1643.18,4,410.795,1643.18,Champions
12658,686.05,1,686.05,686.05,Hibernating
12659,91.68,1,91.68,91.68,Hibernating
12660,245.1,1,245.1,245.1,New Customers
12662,3849.78,11,349.98,3849.78,Champions
12664,4881.88,9,542.4311111111111,4881.88,Champions
12665,63.0,1,63.0,63.0,Lost Customers
12667,620.13,1,620.13,620.13,Hibernating
12668,3807.15,4,951.7875,3807.15,Champions
12669,2744.0299999999997,3,914.6766666666666,2744.0299999999997,At Risk
12670,2996.05,5,599.21,2996.05,Champions
12672,225.89999999999998,1,225.89999999999998,225.89999999999998,Lost Customers
12673,610.52,2,305.26,610.52,Potential Loyalists
12674,1970.6,4,492.65,1970.6,Loyal Customers
12676,1331.39,6,221.89833333333334,1331.39,Champions
12678,17628.46,12,1469.0383333333332,17628.46,Loyal Customers
12679,1113.02,4,278.255,1113.02,Loyal Customers
12680,862.81,4,215.7025,862.81,Loyal Customers
12681,13787.54,22,626.7063636363637,13787.54,Champions
12682,12288.22,31,396.3941935483871,12288.22,Champions
12683,8476.57,15,565.1046666666666,8476.57,Champions
12684,2283.63,7,326.23285714285714,2283.63,Champions
12685,2863.08,6,477.18,2863.08,Champions
12686,89.14,1,89.14,89.14,Lost Customers
12688,4873.8099999999995,1,4873.8099999999995,4873.8099999999995,Hibernating
12689,1247.61,2,623.805,1247.61,Potential Loyalists
12690,389.01,1,389.01,389.01,Lost Customers
12691,1035.8,6,172.63333333333333,1035.8,Champions
12693,855.91,4,213.9775,855.91,At Risk
12694,869.67,2,434.835,869.67,Hibernating
12695,582.1,4,145.525,582.1,Loyal Customers
12697,957.59,3,319.19666666666666,957.5899999999999,Loyal Customers
12700,4939.99,4,1234.9975,4939.99,Champions
12701,797.71,2,398.855,797.71,Hibernating
12702,219.0,1,219.0,219.0,Hibernating
12703,283.55,1,283.55,283.55,Hibernating
12704,2340.84,8,292.605,2340.84,Champions
12705,6868.29,9,763.1433333333333,6868.29,Champions
12707,603.42,1,603.42,603.42,Hibernating
12708,2712.91,10,271.291,2712.91,Champions
12709,9736.52,15,649.1013333333334,9736.52,Champions
12710,1149.02,3,383.00666666666666,1149.02,At Risk
12712,4396.13,13,338.1638461538462,4396.13,Champions
12713,848.55,1,848.55,848.55,New Customers
12714,4708.86,5,941.7719999999999,4708.86,Champions
12715,353.86,1,353.86,353.86,Lost Customers
12716,1053.49,2,526.745,1053.49,Potential Loyalists
12717,1030.98,2,515.49,1030.98,Hibernating
12718,238.25,1,238.25,238.25,Hibernating
12719,644.95,2,322.475,644.95,Potential Loyalists
12720,5781.73,25,231.26919999999998,5781.73,Champions
12721,2656.13,6,442.68833333333333,2656.13,Champions
12722,997.63,4,249.4075,997.63,Can't Lose Them
12723,725.07,5,145.014,725.07,Loyal Customers
12724,1031.41,4,257.8525,1031.41,Champions
12725,427.8,1,427.8,427.8,Lost Customers
12726,2609.1,7,372.7285714285714,2609.1,Champions
12727,3980.7,7,568.6714285714286,3980.7,Champions
12728,836.33,4,209.0825,836.33,Loyal Customers
12729,453.01,1,453.01,453.01,Lost Customers
12731,18895.91,12,1574.6591666666666,18895.91,Champions
12732,236.26000000000002,1,236.26000000000002,236.26000000000002,Lost Customers
12733,383.95,1,383.95,383.95,Lost Customers
12734,110.39999999999999,1,110.39999999999999,110.39999999999999,Lost Customers
12735,779.5699999999999,2,389.78499999999997,779.5699999999999,Hibernating
12736,234.0,1,234.0,234.0,Lost Customers
12738,155.35,1,155.35,155.35,Lost Customers
12739,1013.04,2,506.52,1013.04,Hibernating
12740,427.6,1,427.6,427.6,Hibernating
12743,546.43,2,273.215,546.43,Hibernating
12744,21279.29,7,3039.8985714285714,21279.29,Loyal Customers
12747,4196.01,11,381.4554545454546,4196.01,Champions
12748,33719.73,209,161.3384210526316,33719.73,Champions
12749,4090.88,5,818.176,4090.88,Champions
12750,275.88,1,275.88,275.88,Lost Customers
12752,4366.78,1,4366.78,4366.78,Hibernating
12753,21429.39,6,3571.565,21429.39,Champions
12754,3010.74,3,1003.5799999999999,3010.74,At Risk
12755,3811.95,2,1905.975,3811.95,Hibernating
12756,112.07999999999998,1,112.07999999999998,112.07999999999998,Lost Customers
12757,7857.1,13,604.3923076923077,7857.099999999999,Champions
12758,2791.59,2,1395.795,2791.59,Hibernating
12759,1531.44,3,510.48,1531.44,Loyal Customers
12762,1898.52,2,949.26,1898.52,Potential Loyalists
12763,494.08,2,247.04,494.08,Hibernating
12764,1693.88,1,1693.88,1693.88,Hibernating
12766,6989.63,7,998.5185714285715,6989.63,Champions
12769,1143.6,1,1143.6,1143.6,Hibernating
12770,1351.45,1,1351.45,1351.45,Hibernating
12772,892.47,1,892.47,892.47,Hibernating
12775,1386.04,5,277.20799999999997,1386.04,Champions
12778,822.23,6,137.03833333333333,822.23,Loyal Customers
12779,3981.36,8,497.67,3981.36,Loyal Customers
12781,826.74,2,413.37,826.74,Hibernating
12782,2330.92,5,466.184,2330.92,Champions
12783,2225.91,6,370.98499999999996,2225.91,Champions
12784,574.42,2,287.21,574.42,Potential Loyalists
12785,311.95,1,311.95,311.95,Lost Customers
12787,463.66,3,154.55333333333334,463.66,Potential Loyalists
12789,91.85,1,91.85,91.85,Hibernating
12790,324.92,1,324.92,324.92,Lost Customers
12791,192.60000000000002,1,192.60000000000002,192.60000000000002,Lost Customers
12792,400.53999999999996,1,400.53999999999996,400.53999999999996,Lost Customers
12793,545.48,2,272.74,545.48,Hibernating
12794,860.41,2,430.205,860.41,Hibernating
12795,430.48,1,430.48,430.48,Hibernating
12797,254.03,1,254.03,254.03,Lost Customers
12798,6977.04,3,2325.68,6977.039999999999,Loyal Customers
12802,427.58,1,427.58,427.58,Lost Customers
12808,483.65000000000003,3,161.21666666666667,483.65,At Risk
12809,489.31,1,489.31,489.31,Lost Customers
12811,514.85,3,171.61666666666667,514.85,At Risk
12812,229.64000000000001,1,229.64000000000001,229.64000000000001,Hibernating
12814,125.92,1,125.92,125.92,Lost Customers
12815,1063.46,2,531.73,1063.46,Hibernating
12816,572.2,2,286.1,572.2,Hibernating
12817,166.04,1,166.04,166.04,Lost Customers
12818,1542.08,1,1542.08,1542.08,Hibernating
12820,942.34,4,235.585,942.34,Champions
12821,92.72,1,92.72,92.72,Lost Customers
12822,948.88,2,474.44,948.88,Hibernating
12823,1759.5,5,351.9,1759.5,Can't Lose Them
12824,397.12,1,397.12,397.12,Hibernating
12826,1474.72,7,210.67428571428573,1474.72,Champions
12827,430.15000000000003,3,143.38333333333335,430.1500000000001,Potential Loyalists
12828,1018.71,6,169.785,1018.71,Champions
12829,293.0,2,146.5,293.0,Lost Customers
12830,6814.64,6,1135.7733333333333,6814.639999999999,Loyal Customers
12831,215.05,1,215.05,215.05,Lost Customers
12832,383.03,2,191.515,383.03,Potential Loyalists
12833,417.38,1,417.38,417.38,Lost Customers
12834,312.38,1,312.38,312.38,Lost Customers
12836,2612.86,4,653.215,2612.86,Loyal Customers
12837,134.1,1,134.1,134.1,Lost Customers
12838,683.13,2,341.565,683.13,Hibernating
12839,5591.42,14,399.38714285714286,5591.42,Champions
12840,2726.77,4,681.6925,2726.77,Can't Lose Them
12841,4022.35,25,160.894,4022.3500000000004,Champions
12842,1118.99,2,559.495,1118.99,Hibernating
12843,1702.26,8,212.7825,1702.26,Loyal Customers
12844,325.96000000000004,2,162.98000000000002,325.96000000000004,Potential Loyalists
12845,354.09,4,88.5225,354.09,At Risk
12847,871.54,1,871.54,871.54,Hibernating
12849,1050.8899999999999,2,525.4449999999999,1050.8899999999999,Potential Loyalists
12851,135.18,1,135.18,135.18,Lost Customers
12852,311.55,1,311.55,311.55,Lost Customers
12853,1957.1000000000001,6,326.18333333333334,1957.1,Can't Lose Them
12854,1324.5,3,441.5,1324.5,At Risk
12855,38.1,1,38.1,38.1,Lost Customers
12856,2179.93,6,363.32166666666666,2179.93,Champions
12857,1106.4,2,553.2,1106.4,Hibernating
12863,521.2,1,521.2,521.2,Hibernating
12864,147.12,1,147.12,147.12,Lost Customers
12865,1568.23,2,784.115,1568.23,Potential Loyalists
12866,559.12,1,559.12,559.12,Hibernating
12867,4036.82,7,576.6885714285714,4036.82,Champions
12868,1607.0600000000002,6,267.84333333333336,1607.0600000000002,Can't Lose Them
12871,380.64,2,190.32,380.64,Lost Customers
12872,599.97,2,299.985,599.97,Hibernating
12873,374.0,1,374.0,374.0,Lost Customers
12875,343.2300000000001,2,171.61500000000004,343.2300000000001,Lost Customers
12876,2218.02,2,1109.01,2218.02,Hibernating
12877,1535.77,12,127.98083333333334,1535.77,Champions
12878,854.99,2,427.495,854.99,Hibernating
12879,573.22,3,191.07333333333335,573.22,Loyal Customers
12881,298.0,1,298.0,298.0,Lost Customers
12882,1463.04,2,731.52,1463.04,Potential Loyalists
12883,703.47,4,175.8675,703.47,Loyal Customers
12884,309.05,1,309.05,309.05,Lost Customers
12885,1175.22,3,391.74,1175.22,Loyal Customers
12886,1378.4,2,689.2,1378.4,Hibernating
12888,354.12,2,177.06,354.12,Lost Customers
12890,380.46999999999997,1,380.46999999999997,380.46999999999997,Hibernating
12891,331.0,3,110.33333333333333,331.0,At Risk
12893,188.14,1,188.14,188.14,Hibernating
12895,372.8,2,186.4,372.8,Hibernating
12897,216.5,2,108.25,216.5,Lost Customers
12901,17654.54,28,630.5192857142857,17654.54,Champions
12902,138.68,1,138.68,138.68,Lost Customers
12904,509.58,2,254.79,509.58,Potential Loyalists
12906,2919.81,5,583.962,2919.81,Champions
12908,750.0,2,375.0,750.0,Hibernating
12909,2178.67,5,435.73400000000004,2178.67,Loyal Customers
12910,3075.04,8,384.38,3075.04,Champions
12912,1662.3,5,332.46,1662.3,Champions
12913,2483.63,5,496.726,2483.63,Champions
12915,363.65,2,181.825,363.65,Lost Customers
12916,3006.15,4,751.5375,3006.15,Can't Lose Them
12917,594.0,1,594.0,594.0,Hibernating
12919,1335.19,6,222.53166666666667,1335.19,Champions
12920,164.23,1,164.23,164.23,Hibernating
12921,16587.09,37,448.29972972972973,16587.09,Champions
12922,405.38,1,405.38,405.38,Lost Customers
12923,176.97,1,176.97,176.97,Hibernating
12924,933.7,4,233.425,933.7,At Risk
12925,694.05,2,347.025,694.05,Potential Loyalists
12928,2062.7000000000003,5,412.5400000000001,2062.7000000000003,Loyal Customers
12929,117.85,1,117.85,117.85,Lost Customers
12930,415.8,2,207.9,415.8,Lost Customers
12931,42055.96,15,2803.730666666667,42055.96,Champions
12933,607.53,3,202.51,607.53,Loyal Customers
12935,2160.7,7,308.6714285714285,2160.7,Champions
12936,1063.9,4,265.975,1063.9,Champions
12937,1504.27,4,376.0675,1504.27,Champions
12938,114.14,1,114.14,114.14,Hibernating
12939,11581.8,8,1447.725,11581.8,Loyal Customers
12940,913.54,2,456.77,913.54,Hibernating
12942,683.9,3,227.96666666666667,683.9,At Risk
12944,604.51,2,302.255,604.51,Hibernating
12945,462.95,1,462.95,462.95,Lost Customers
12947,1603.99,6,267.33166666666665,1603.9899999999998,Can't Lose Them
12948,2064.95,7,294.99285714285713,2064.95,Champions
12949,4167.22,8,520.9025,4167.22,Champions
12950,1843.0,3,614.3333333333334,1843.0,Loyal Customers
12951,1064.07,6,177.345,1064.07,Champions
12952,1387.79,4,346.9475,1387.79,Champions
12953,329.85,1,329.85,329.85,New Customers
12955,4757.16,11,432.4690909090909,4757.16,Champions
12956,108.07,1,108.07,108.07,Lost Customers
12957,4017.54,8,502.1925,4017.54,Champions
12962,266.39,2,133.195,266.39,Potential Loyalists
12963,1856.63,8,232.07875,1856.63,Champions
12965,771.91,1,771.91,771.91,Hibernating
12966,160.18,1,160.18,160.18,New Customers
12967,1660.9,2,830.45,1660.9,Hibernating
12968,135.95,1,135.95,135.95,Lost Customers
12970,452.24,4,113.06,452.24,Potential Loyalists
12971,11189.91,86,130.11523255813952,11189.91,Champions
12974,144.8,1,144.8,144.8,Lost Customers
12976,738.6,1,738.6,738.6,Hibernating
12977,39.239999999999995,1,39.239999999999995,39.239999999999995,Lost Customers
12980,7374.900000000001,9,819.4333333333334,7374.900000000001,Can't Lose Them
12981,372.21999999999997,2,186.10999999999999,372.21999999999997,Potential Loyalists
12982,390.54,1,390.54,390.54,Lost Customers
12984,97.5,1,97.5,97.5,Hibernating
12985,1239.38,2,619.69,1239.38,Potential Loyalists
12987,558.7,2,279.35,558.7,Hibernating
12988,535.32,1,535.32,535.32,Hibernating
12989,6924.110000000001,15,461.6073333333334,6924.110000000001,Champions
12990,409.5,3,136.5,409.5,Potential Loyalists
12991,503.76,2,251.88,503.76,Potential Loyalists
12993,414.76,4,103.69,414.76,Potential Loyalists
12994,974.4200000000001,3,324.8066666666667,974.4200000000001,Loyal Customers
12995,211.32,1,211.32,211.32,Lost Customers
12997,1226.89,4,306.7225,1226.89,Champions
12999,455.88,3,151.96,455.88,At Risk
13000,534.85,3,178.28333333333333,534.85,At Risk
13001,9818.82,13,755.2938461538462,9818.82,Champions
13002,120.94999999999999,1,120.94999999999999,120.94999999999999,Lost Customers
13003,149.05,3,49.68333333333334,149.05,At Risk
13004,5655.91,18,314.21722222222223,5655.91,Champions
13005,513.7,2,256.85,513.7,Hibernating
13006,81.57,1,81.57,81.57,Hibernating
13008,229.46999999999997,1,229.46999999999997,229.46999999999997,Lost Customers
13011,50.550000000000004,1,50.550000000000004,50.550000000000004,Lost Customers
13012,1661.8400000000001,8,207.73000000000002,1661.8400000000001,Champions
13013,4810.9400000000005,13,370.07230769230773,4810.9400000000005,Champions
13014,3466.2799999999997,10,346.628,3466.2799999999997,Champions
13015,3346.28,5,669.2560000000001,3346.2800000000007,Loyal Customers
13016,789.89,3,263.2966666666667,789.8900000000001,At Risk
13017,204.0,1,204.0,204.0,New Customers
13018,7277.7,28,259.91785714285714,7277.7,Champions
13021,2616.38,9,290.7088888888889,2616.38,Champions
13023,689.9,2,344.95,689.9,Hibernating
13026,975.36,5,195.072,975.36,Champions
13027,6912.0,6,1152.0,6912.0,Can't Lose Them
13028,661.3199999999999,2,330.65999999999997,661.3199999999999,Potential Loyalists
13029,1247.5,3,415.8333333333333,1247.5,Loyal Customers
13030,799.48,2,399.74,799.48,Potential Loyalists
